fecha,liga,temporada,equipo_local,equipo_visitante,goles_local,goles_visitante,corners_local,corners_visitante,total_goles,total_corners,ambos_marcan,over_2_5
2023-04-26,Super League Greece,2022-23,Volos NFC,Panathinaikos,0,2,2,10,2,12,0,0
2023-04-26,Super League Greece,2022-23,Aris,Olympiakos,2,1,2,6,3,8,1,1
2023-04-26,Super League Greece,2022-23,AEK,PAOK,4,0,4,3,4,7,0,1
2023-04-29,Super League Greece,2022-23,Asteras Tripolis,Lamia,0,0,8,1,0,9,0,0
2023-04-29,Super League Greece,2022-23,Atromitos,OFI Crete,2,3,3,3,5,6,1,1
2023-04-29,Super League Greece,2022-23,Ionikos,Giannina,0,1,7,3,1,10,0,0
2023-04-29,Super League Greece,2022-23,Panetolikos,Levadeiakos,2,2,6,3,4,9,1,1
2023-04-30,Super League Greece,2022-23,Olympiakos,Volos NFC,5,0,7,3,5,10,0,1
2023-04-30,Super League Greece,2022-23,Panathinaikos,AEK,0,0,3,2,0,5,0,0
2023-04-30,Super League Greece,2022-23,PAOK,Aris,3,2,7,3,5,10,1,1
2023-05-03,Super League Greece,2022-23,Panathinaikos,PAOK,1,1,6,5,2,11,1,0
2023-05-03,Super League Greece,2022-23,AEK,Olympiakos,0,0,11,1,0,12,0,0
2023-05-03,Super League Greece,2022-23,Aris,Volos NFC,4,2,7,1,6,8,1,1
2023-05-06,Super League Greece,2022-23,Atromitos,Panetolikos,2,0,4,1,2,5,0,0
2023-05-06,Super League Greece,2022-23,Giannina,Asteras Tripolis,1,0,5,3,1,8,0,0
2023-05-06,Super League Greece,2022-23,Lamia,Levadeiakos,1,1,2,3,2,5,1,0
2023-05-06,Super League Greece,2022-23,OFI Crete,Ionikos,2,2,3,6,4,9,1,1
2023-05-08,Super League Greece,2022-23,Aris,AEK,1,2,1,3,3,4,1,1
2023-05-08,Super League Greece,2022-23,Olympiakos,Panathinaikos,1,0,6,1,1,7,0,0
2023-05-08,Super League Greece,2022-23,Volos NFC,PAOK,0,2,0,4,2,4,0,0
2023-05-13,Super League Greece,2022-23,Panetolikos,OFI Crete,0,2,6,4,2,10,0,0
2023-05-13,Super League Greece,2022-23,Asteras Tripolis,Atromitos,1,1,5,5,2,10,1,0
2023-05-13,Super League Greece,2022-23,Ionikos,Lamia,2,2,7,2,4,9,1,1
2023-05-13,Super League Greece,2022-23,Levadeiakos,Giannina,3,3,13,2,6,15,1,1
2023-05-14,Super League Greece,2022-23,Panathinaikos,Aris,1,1,4,3,2,7,1,0
2023-05-14,Super League Greece,2022-23,AEK,Volos NFC,4,0,5,0,4,5,0,1
2023-05-14,Super League Greece,2022-23,PAOK,Olympiakos,0,1,3,3,1,6,0,0
